id,Name Franchise,Address,Description,Category,Number Whatsapp,Type Franchise,Facility,Price,Popularity Score,Target Market,Market Size,Risk rate (1-10),Return of Investment% (ROI) ((pendapatan-harga(investasi))/(harga(investasi))×100%,Pendapatan/3bulan,user potential,market share (Penjualan Perusahaan/Total Penjualan Pasar),harga jual produk,kuantitas pembelian/tahun,,
1058,Tasty Rubber Tuna,Council Bluffs,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Restaurant,+62 742-269-3054,Store,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp84,500,000",8,Family,"Rp31,500,000,000",5,-70%,"Rp25,000,000",30000,35.00%,"Rp250,000",12,,
1059,Awesome Fresh Fish,North Vickiefield,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Beauty & Healthcare,+62 457-416-6353,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp70,000,000",8,workers,"Rp52,921,440",2,0%,"Rp70,000,000",6682,8.00%,"Rp33,000",3,,
1060,Elegant Steel Hat,Lake Eladioberg,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Fast Food,+62 904-052-1096,Kios,"Free Online Cashier 1 Year, HR Attendance System, Android Cashier 1 Pcs, Cctv 4pcs, Basic to Advance Training for Doctors and Owners, Maximum Training 4 Therapists, Product Showcase, Facial Bed 4 Pcs, Trolley 5 Pieces, Brochure 1000 Pcs, Member Card 1000 Pcs, Magnifying Lamp 2 Pcs, Premium Quality Modern Beauty Care Machine and Complete 8 Function Beauty Clinic Scale, 4 Pcs Bed Sheet, 6 Function Facial Tool 1 Pcs, 100 Pcs Home Care & Treatment, Neon Sign Ghanisa Estetika, Free Mentoring and Consultation for 5 Years, Free Therapist Training for 5 Years, Media Coverage, Including Brand License for 5 Years Worth Rp100. 000,000, Neon Box","Rp95,000,000",8,Family,"Rp306,000,000",5,-16%,"Rp80,000,000",85000,6.00%,"Rp20,000",3,,
1061,Modern Fresh Soap,North Karinaland,"Boston's most advanced compression wear technology increases muscle oxygenation, stabilizes active muscles",Manufacturer & Expedition,+62 702-978-0725,Stand,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp130,910,000",4,Junior high school students,"Rp78,939,000",2,129%,"Rp300,000,000",18795,4.00%,"Rp35,000",3,,
1062,Handmade Frozen Towels,Alethaview,The Football Is Good For Training And Recreational Purposes,Services & Repair,+62 715-792-5916,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp30,760,000",10,All ages,"Rp162,067,500",6,-35%,"Rp20,000,000",7203,5.00%,"Rp150,000",3,,
1063,Oriental Wooden Tuna,Lunatown,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Education,+62 327-845-8469,Kios,"Comprehensive Training Programs, Exclusive Product Lines and Suppliers, Store Design and Visual Merchandising Assistance, Inventory Management Solutions, Marketing and Advertising Support, E-commerce Integration, Financial and Business Planning Assistance","Rp70,000,000",2,Workers,"Rp160,000,000",1,-19%,"Rp57,000,000",100000,2.00%,"Rp20,000",4,,
1064,Gorgeous Fresh Chicken,Daughertymouth,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Restaurant,+62 808-740-9850,Stand,"Complete equipment and cooking utensils, banners, employee training, business finance, Location and venue rental for 1 year, media promotion","Rp40,000,000",2,Middle-aged,"Rp339,165,000",3,125%,"Rp90,000,000",7537,3.00%,"Rp300,000",5,,
1065,Unbranded Concrete Fish,New Brisa,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Beverages,+62 846-548-4544,Resto,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp70,000,000",5,Fam,"Rp336,000,000",3,71%,"Rp120,000,000",60000,8.00%,"Rp10,000",7,,
1066,Small Metal Chicken,Shaynahaven,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Beverages,+62 637-661-9615,Stand,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp350,000,000",3,All ages,"Rp682,578,000",3,-74%,"Rp90,000,000",43755,10.00%,"Rp13,000",12,,
1067,Small Bronze Tuna,Manhattan,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Restaurant,+62 420-598-7873,Kios,"Starter kit, operational support (IT setup, sales brochure, presentation material, all relevan stationery articles), terms and conditions document, smooth integration into Antal process and network with ongoing strategic and operational inputs)","Rp35,000,000",8,All ages,"Rp840,000,000",2,386%,"Rp170,000,000",70000,5.00%,"Rp120,000",2,,
1068,Handcrafted Cotton Shoes,North Zoila,New range of formal shirts are designed keeping you in mind. With fits and styling that will make you stand apart,Education,+62 999-221-5796,Outlet,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp61,400,000",6,Below elementary students,"Rp225,270,000",4,95%,"Rp120,000,000",7509,3.00%,"Rp250,000",4,,
1069,Refined Plastic Tuna,Pollichcester,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Beverages,+62 897-883-2722,Stand,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp130,000,000",3,Workers,"Rp125,268,000",7,73%,"Rp225,000,000",31317,4.00%,"Rp20,000",5,,
1070,Small Soft Tuna,Kutchtown,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Retail,+62 620-124-3891,Kios,"booth, training, supervision, employee uniforms, complete raw materials, cash register, 21 inch LCD TV, Pineleaf brand license, grand opening promotion materials","Rp94,600,000",2,Junior high school students,"Rp1,080,000,000",7,32%,"Rp125,000,000",100000,6.00%,"Rp30,000",6,,
1071,Incredible Rubber Soap,South Eleazar,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Fast Food,+62 761-750-7035,Stand,"Full set training, promotion kit, 30 liters clothes detergen, 20 liters clothes softener, 10 liters clothes parfum, 2 pack packing plastic, complete washing equipment","Rp216,430,000",8,College students,"Rp112,301,100",7,16%,"Rp250,000,000",41593,6.00%,"Rp15,000",3,,
1072,Ergonomic Steel Table,East Pierce,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,Restaurant,+62 751-114-1273,Kios,"Rental of location for one year, Venue Renovation, 2 AutoClean Waterless Outlets, 1 Autoclean WaterlessPlus Outlet, Outlet Setting Creation, End To End, Integrated System, Employee Training, Grand Opening Promo","Rp20,100,000",8,Middle-aged,"Rp3,853,575,000",6,895%,"Rp200,000,000",47575,12.00%,"Rp75,000",9,,
1073,Practical Concrete Mouse,Ivyland,The Football Is Good For Training And Recreational Purposes,Restaurant,+62 844-461-2698,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp239,000,000",3,College students,"Rp270,000,000",6,-92%,"Rp20,000,000",30000,3.00%,"Rp100,000",3,,
1074,Generic Frozen Shoes,East Enrico,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Fast Food,+62 486-351-6998,Resto,"produk training, regular remote training, sales programs training, sales skills training, one-on-one franchisee manager, assistance of local market info collection, assistance of sales plan and strategy, ready to use sales script, B2B inquiries, marketing materials, succesful case sharing","Rp189,500,000",4,Family,"Rp6,750,000",8,-79%,"Rp40,000,000",7500,3.00%,"Rp10,000",3,,
1075,Handcrafted Granite Fish,Lake Aric,The slim & simple Maple Gaming Keyboard from Dev Byte comes with a sleek body and 7- Color RGB LED Back-lighting for smart functionality,Beauty & Healthcare,+62 122-391-7552,Kios,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp100,000,000",3,Married people,"Rp43,200,000",6,-73%,"Rp27,000,000",30000,3.00%,"Rp12,000",4,,
1076,Ergonomic Cotton Car,Wintheiserstead,"The Apollotech B340 is an affordable wireless mouse with reliable connectivity, 12 months battery life and modern design",Manufacturer & Expedition,+62 583-078-4209,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp30,000,000",4,All ages,"Rp31,509,000",7,-63%,"Rp11,000,000",5835,3.00%,"Rp45,000",4,,
1077,Handmade Metal Chicken,Hartmannland,The Football Is Good For Training And Recreational Purposes,Electronic,+62 445-200-6932,Stand,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp82,400,000",2,workers,"Rp43,200,000",6,33%,"Rp110,000,000",6000,3%,"Rp120,000",2,,
1078,Tasty Fresh Fish,West Tiannaside,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Beverages,+62 437-356-2532,Kios,"Starter kit, operational support (IT setup, sales brochure, presentation material, all relevan stationery articles), terms and conditions document, smooth integration into Antal process and network with ongoing strategic and operational inputs)","Rp30,760,000",4,Workers,"Rp2,375,250,000",5,-2%,"Rp30,000,000",9501,5.00%,"Rp1,000,000",5,,
1079,Fantastic Steel Table,Evanmouth,The beautiful range of Apple Naturalé that has an exciting mix of natural ingredients. With the Goodness of 100% Natural Ingredients,"Consulting
",+62 964-886-9663,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp250,000,000",8,College students,"Rp80,000,000",2,-24%,"Rp190,000,000",10000,10.00%,"Rp20,000",4,,
1080,Generic Cotton Gloves,Marcton,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Lifestyle & Sport,+62 190-859-9250,Kios,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp110,810,000",2,All ages,"Rp23,455,920",3,-37%,"Rp70,000,000",5749,3.00%,"Rp17,000",8,,
1081,Handmade Fresh Ball,San Buenaventura (Ventura),"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Hotel & Motel,+62 466-380-5490,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp120,230,000",9,Workers,"Rp239,190,000",6,-9%,"Rp110,000,000",7973,12.00%,"Rp50,000",5,,
1082,Generic Metal Chicken,South Alana,The Football Is Good For Training And Recreational Purposes,Cleaning services,+62 337-543-7166,Resto,"Rental of location and venue for one year, along with interior decoration, complete teaching equipment and supplies, promotional banners, employee training, human resources, teaching and lesson materials.","Rp120,650,000",4,Junior high school students,"Rp5,400,000,000",6,-50%,"Rp60,000,000",100000,9.00%,"Rp120,000",5,,
1083,Incredible Granite Hat,Provo,"Andy shoes are designed to keeping in mind durability as well as trends, the most stylish range of shoes & sandals",Beverages,+62 881-435-6765,Resto,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp95,000,000",4,"Workers, college student","Rp8,230,560",7,26%,"Rp120,000,000",5276,2.00%,"Rp13,000",6,,
1084,Handmade Plastic Hat,Oak Lawn,"The automobile layout consists of a front-engine design, with transaxle-type transmissions mounted at the rear of the engine and four wheel drive",Barber,+62 373-047-7072,Kios,"Portable Booth, Straws, Flasks, Shakers, Jars, Liquid Bottles, Stainless Cokes, Cheese Graters, Knives, Water Holder, Irus, Sloki, Kanebo, Scales, Cup Sealer, Banner Stand, Menu Paper","Rp172,700,000",8,College students,"Rp5,400,000",6,-71%,"Rp50,000,000",3000,3.00%,"Rp20,000",3,,
1085,Oriental Metal Shoes,Vaughnbury,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Restaurant,+62 073-317-8398,Resto,"Rental of location and venue for one year, along with interior decoration, complete teaching equipment and supplies, promotional banners, employee training, human resources, teaching and lesson materials.","Rp63,500,000",6,Middle-aged,"Rp3,302,712,000",3,42%,"Rp90,000,000",6553,35.00%,"Rp120,000",12,,
1086,Ergonomic Steel Car,East Trevion,"New ABC 13 9370, 13.3, 5th Gen CoreA5-8250U, 8GB RAM, 256GB SSD, power UHD Graphics, OS 10 Home, OS Office A & J 2016",Beauty & Healthcare,+62 439-413-9896,Resto,"Rental of location and venue for one year, decoration, complete equipment and cooking utensils, banners, employee training, business finance","Rp100,000,000",6,Below elementary students,"Rp216,000,000",5,-81%,"Rp19,000,000",20000,6.00%,"Rp15,000",12,,
1087,Handcrafted Concrete Fish,Ziemeland,"The Nagasaki Lander is the trademarked name of several series of Nagasaki sport bikes, that started with the 1984 ABC800J",Fast Food,+62 570-908-2138,Outlet,"Exclusive Booth, High-Pressure Stove, Complete Cooking Equipment, Brand Sticker and Wallpaper, Opening Banner and Banner, First Sale Raw Materials, Marketing Support (Instagram Ads, Influencer, Blogger)","Rp172,700,000",3,Family,"Rp73,300,500",2,-77%,"Rp40,000,000",18795,5.00%,"Rp13,000",6,,
1088,Small Steel Cheese,North Miltonshire,Ergonomic executive chair upholstered in bonded black leather and PVC padded seat and back for all-day comfort and support,Fast Food,+62 053-221-2329,Kios,"Supply of goods, web (administration, updating product availability, checking rental orders), bookkeeping applications, training, supervision, monitoring, consultation.","Rp130,000,000",6,College students,"Rp3,000,000,000",4,0%,"Rp130,000,000",100000,5.00%,"Rp150,000",4,,
1089,Electronic Bronze Chicken,Port Preciousburgh,Carbonite web goalkeeper gloves are ergonomically designed to give easy fit,Cleaning services,+62 323-239-4884,Resto,"Rental of location and venue for one year, along with interior decoration, complete teaching equipment and supplies, promotional banners, employee training, human resources, teaching and lesson materials.","Rp350,000,000",7,All ages,"Rp118,266,750",2,-29%,"Rp250,000,000",7509,7.00%,"Rp75,000",3,,
